notebook,repo_connections,example_repos,url
Washington Sea Grant Shellfish Growers Meeting Notes,52,10K-seed-Cgigas; BBC; OluridaSurvey2014; Paper-DNR-Geoduck-Proteomics; Paper-geoduck-eelgrass-OA,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Washington-Sea-Grant-Shellfish-Growers-Meeting-Notes/
Software Testing - Stevens workflow-annotation Pipeline,10,MOPE; paper-tanner-crab; pgc-edc-oyster; project-clam-oa; project-cod-temperature,https://robertslab.github.io/sams-notebook/posts/2026/2026-03-05-Software-Testing---Stevens-workflow-annotation-Pipeline/index.html
Mcapitata Development 16S Analysis - Mothur pipeline visualizations,10,SHIELD; lab-website; marine-stress-data-atlas; paper-gigas-early-gametogenic-exposure; polyIC-larvae,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Mcapitata-Development-16S-Analysis-Mothur-Pipeline-Visualizations/
RNA Extraction Log for 2023 Moorea Project,10,SHIELD; lab-website; marine-stress-data-atlas; paper-gigas-early-gametogenic-exposure; polyIC-larvae,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/RNA-Extraction-Log-for-2023-Moorea-Project/
Correcting subsampling error in Mcap2020 ITS2 code and revise results,10,SHIELD; lab-website; marine-stress-data-atlas; paper-gigas-early-gametogenic-exposure; polyIC-larvae,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Correcting-subsampling-error-in-Mcap2020-ITS2-code-and-revise-results/
Metabolomics WGCNA Analysis Part 2,10,MOPE; SHIELD; lab-package-tracker; marine-stress-data-atlas; paper-gigas-early-gametogenic-exposure,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Metabolomics-WGCNA-Analysis-Part-2/
Mcapitata July 2020 Sampling Protocol,10,SHIELD; lab-website; marine-stress-data-atlas; paper-gigas-early-gametogenic-exposure; polyIC-larvae,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Mcapitata-July-2020-Sampling-Protocol/
Samples Submitted - Salmon Kidney Tissue to SolusCell for Cristian Gallardo,10,marine-stress-data-atlas; paper-tanner-crab; project-cod-temperature; project-geoduck-repro; project-lake-trout,https://robertslab.github.io/sams-notebook/posts/2026/2026-03-30-Samples-Submitted---Salmon-Kidney-Tissue-to-SolusCell-for-Cristian-Gallardo/index.html
Transfer raw sequencing data to backup Andromeda folder,9,marine-stress-data-atlas; paper-tanner-crab; project-cod-temperature; project-geoduck-repro; project-lake-trout,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Transfer-Backup-Files-on-Andromeda/
VIMS Ploidy Resazurin Trials - Round 2,9,oyster-ploidy-hardening; polyIC-larvae; project-gigas-ploidy-oa; project-gigas_ploidy; project-oyster-oa,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/VIMS-Ploidy-Resazurin-Trials-Part-2/
Moorea 2023 Symbiotic Nutritional Exchange Project Daily Entries,9,OluridaSurvey2014; lab-website; marine-stress-data-atlas; project-crab; project-geoduck-oa,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Moorea-2023-Symbiotic-Nutritional-Exchange-Project-Daily-Entries/
September 2024 Goals,9,10K-seed-Cgigas; MOPE; SHIELD; lab-website; marine-stress-data-atlas,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/September-2024-Goals/
Bismark array,9,EpiDiverse-snp; hackweek-2019; project-cod-temperature; project-myt-crass-methylation; project-mytilus-methylation,https://sr320.github.io/tumbling-oysters/posts/33-bismark-array/index.html
E5 Time Series Data QC,9,OluridaSurvey2014; lab-website; marine-stress-data-atlas; project-crab; project-geoduck-oa,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/E5-Time-Series-Data-QC/
August 2023 Goals,8,lab-package-tracker; lab-website; marine-stress-data-atlas; paper-hatchery-microbiome; project-gigas-carryover,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/August-2023-Goals/
WGCNA annotation,8,MOPE; paper-tanner-crab; pgc-edc-oyster; project-clam-oa; project-cod-temperature,https://sr320.github.io/tumbling-oysters/posts/59-wgcna-annotation/index.html
June 2022 Goals,8,MOPE; SHIELD; lab-website; manchester-hardening; marine-stress-data-atlas,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/June-2022-Goals/
May 2022 Goals,8,MOPE; SHIELD; lab-website; manchester-hardening; marine-stress-data-atlas,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/May-2022-Goals/
Manchester mortality,8,OluridaSurvey2014; manchester-hardening; project-crab; project-geoduck-oa; project-oyster-oa,https://sr320.github.io/tumbling-oysters/posts/72-manchester-mort/index.html
November 2021 Goals,8,MOPE; SHIELD; lab-website; marine-stress-data-atlas; project-gigas-carryover,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/November-2021-Goals/
HISAT annotation,8,MOPE; paper-tanner-crab; pgc-edc-oyster; project-clam-oa; project-cod-temperature,https://sr320.github.io/tumbling-oysters/posts/30-hisat-annot/index.html
Larval size and symbiont cell density from Hawaii 2023 project,7,SHIELD; paper-gigas-early-gametogenic-exposure; polyIC-larvae; project-gigas-oa-meth; project-oyster-oa,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Larval-size-and-symbiont-cell-density-from-Hawaii-2023-project/
Shiny Server - Configuration on Gannet Using Synology Container Manager,7,lab-package-tracker; polyIC-larvae; resazurin-assay-development; resazurin-family-screenings; resources,https://robertslab.github.io/sams-notebook/posts/2025/2025-08-29-Shiny-Server---Configuration-on-Gannet-Using-Synology-Container-Manager/index.html
NCBI upload for Montipora capitata larval tolerance ITS2 sequences,7,SHIELD; lab-website; manchester-hardening; marine-stress-data-atlas; project-cod-temperature,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/NCBI-upload-for-Montipora-capitata-larval-tolerance-ITS2-sequences/
PolyIC Immune Priming Protocols,7,mock-farm-dashboard; oyster-ploidy-hardening; polyIC-larvae; project-gigas-carryover; project-gigas_ploidy,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/PolyIC-Immune-Priming-Protocols/
ITS2 amplicon PCR and preparation for sequencing 20240326,7,SHIELD; paper-gigas-early-gametogenic-exposure; polyIC-larvae; project-gigas-oa-meth; project-oyster-oa,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/ITS2-amplicon-PCR-and-preparation-for-sequencing-20240326/
Nanopore next,7,hackweek-2019; lab-connector; project-crab; project-geoduck-genome; project-lake-trout,https://sr320.github.io/tumbling-oysters/posts/51-nano-next/index.html
Resazurin Assays - Selected Juvenile Ruditapes philippinarum Exposed to 40C Acute Heat Stress,6,polyIC-larvae; project-clam-oa; resazurin-assay-development; resazurin-family-screenings; sormi-assay-development,https://robertslab.github.io/sams-notebook/posts/2026/2026-03-30-Resazurin-Assays---Selected-Juvenile-Ruditapes-philippinarum-Exposed-to-40C-Acute-Heat-Stress/index.html
Resazurin Assays - Proximity to Plate Reader Detector Significantly Affects Fluorescence Readings,6,polyIC-larvae; project-clam-oa; resazurin-assay-development; resazurin-family-screenings; sormi-assay-development,https://robertslab.github.io/sams-notebook/posts/2026/2026-05-28-Resazurin-Assays---Proximity-to-Plate-Reader-Detector-Significantly-Affects-Fluorescence-Readings/index.html
Resazurin Assays - Selected Juvenile Ruditapes philippinarum Exposed to 36C Acute Heat Stress Day 0,6,polyIC-larvae; project-clam-oa; resazurin-assay-development; resazurin-family-screenings; sormi-assay-development,https://robertslab.github.io/sams-notebook/posts/2026/2026-03-31-Resazurin-Assays---Selected-Juvenile-Ruditapes-philippinarum-Exposed-to-36C-Acute-Heat-Stress-Day-0/index.html
Wescott mortality,6,OluridaSurvey2014; project-crab; project-geoduck-oa; project-oyster-oa; resazurin-assay-development,https://sr320.github.io/tumbling-oysters/posts/74-wescott-mort/index.html
SORMI mortality,6,OluridaSurvey2014; project-crab; project-geoduck-oa; project-oyster-oa; resazurin-assay-development,https://sr320.github.io/tumbling-oysters/posts/73-sormi-mort/index.html
September 2022 Goals,6,MOPE; lab-website; marine-stress-data-atlas; project-cod-temperature; project-olympia.oyster-genomic,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/September-2022-Goals/
Analyzing 16S Mothur Results in R,5,lab-website; laby-18s; marine-stress-data-atlas; project-eDNA-yellow; pubathon-2026,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Analyzing-16S-Mothur-Results-in-R/
Field day at Point Whitney July 15 2024,5,10K-seed-Cgigas; SHIELD; polyIC-larvae; project-gigas-conditioning; resazurin-assay-development,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Point-Whitney-Field-Day-July-15-2024/
E5 molecular timeseries metabolomics test data analysis,4,MOPE; lab-website; marine-stress-data-atlas; pubathon-2026,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/E5-molecular-timeseries-metabolomics-test-data-analysis/
November 2022 Goals,4,MOPE; lab-website; marine-stress-data-atlas; pubathon-2026,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/November-2022-Goals/
Hawaii 2023 Larval Tolerance project ITS2 Analysis Part 1,4,SHIELD; manchester-hardening; project-cod-temperature; resazurin-assay-development,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Hawaii-2023-Larval-Tolerance-ITS2-Analysis-Part-1/
E5 metabolomics and lipidomics tissue preps,4,MOPE; lab-website; marine-stress-data-atlas; pubathon-2026,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/E5-metabolomics-lipidomics-tissue-preps/
E5 metabolomics preliminary analysis,4,MOPE; lab-website; marine-stress-data-atlas; pubathon-2026,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/E5-metabolomics-preliminary-analysis/
January 2023 Goals,4,MOPE; lab-website; marine-stress-data-atlas; pubathon-2026,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/January-2023-Goals/
Trout mapping differences,4,MOPE; project-cod-temperature; project-lake-trout; project-olympia.oyster-genomic,https://sr320.github.io/tumbling-oysters/posts/81-trout-mapping-diff/index.html
March 2022 Goals,4,MOPE; lab-website; marine-stress-data-atlas; pubathon-2026,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/March-2022-Goals/
Cod BWA,4,MOPE; lab-website; project-cod-temperature; project-olympia.oyster-genomic,https://sr320.github.io/tumbling-oysters/posts/48-cod-bwa/index.html
February 2023 Goals,4,MOPE; lab-website; marine-stress-data-atlas; pubathon-2026,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/February-2023-Goals/
E5 timeseries energy state exploratory analysis Part 2,4,MOPE; lab-website; marine-stress-data-atlas; pubathon-2026,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/E5-timeseries-energy-state-exploratory-analysis-Part-2/
PCA of ortholog expression for E5 timeseries molecular project,4,MOPE; lab-website; marine-stress-data-atlas; pubathon-2026,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/PCA-ortholog-expression-E5-timeseries-molecular/
Stable Isotope Metabolomics Extraction Protocol,4,MOPE; lab-website; marine-stress-data-atlas; pubathon-2026,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Stable-Isotope-Metabolomics-Extraction-Protocol/
WGCNA with eigengene expression plots of ortholog expression for the E5 timeseries molecular project,4,MOPE; lab-website; marine-stress-data-atlas; pubathon-2026,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/E5-ortholog-WGCNA-module-plots/
Individual species WGCNA for E5 timeseries molecular project,4,MOPE; lab-website; marine-stress-data-atlas; pubathon-2026,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/E5-individual-species-ortholog-WGCNA/
October 2022 Goals,4,MOPE; lab-website; marine-stress-data-atlas; pubathon-2026,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/October-2022-Goals/
May 2023 Goals,4,MOPE; lab-website; marine-stress-data-atlas; pubathon-2026,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/May-2023-Goals/
Sanger sequencing preps for Moorea 2023 project at URI,3,lab-website; marine-stress-data-atlas; pubathon-2026,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Sanger-sequencing-preps-at-URI/
June 2023 Goals,3,lab-website; marine-stress-data-atlas; pubathon-2026,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/June-2023-Goals/
E5 orthologs,3,lab-website; marine-stress-data-atlas; pubathon-2026,https://sr320.github.io/tumbling-oysters/posts/52-e5-orthologs/index.html
Priming week 2 (cont.),3,mock-farm-dashboard; polyIC-larvae; project-gigas-carryover,https://sr320.github.io/tumbling-oysters/posts/77-priming-w2/index.html
ITS2 and 16s Extractions,3,lab-website; marine-stress-data-atlas; pubathon-2026,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/ITS2-and-16s-Extractions/
Generating physiology PC1 scores for timeseries molecular work,3,lab-website; marine-stress-data-atlas; pubathon-2026,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Generating-physiology-PC1-scores-for-timeseries-molecular-work/
"Revising E5 timeseries results - restructuring figures, filtering, and haplotypes",3,lab-website; marine-stress-data-atlas; pubathon-2026,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Revising-E5-timeseries-results---restructuring-figures-and-filtering-univariate-data/
10K seed,3,10K-seed-Cgigas; SHIELD; resazurin-assay-development,https://sr320.github.io/tumbling-oysters/posts/71-10k/index.html
Protocols used during URI 2024 visit,3,lab-website; marine-stress-data-atlas; pubathon-2026,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Protocols-used-during-URI-2024-visit/
Pocillopora and Porites Species ID Sanger Sequencing and RFLP protocol,3,lab-website; marine-stress-data-atlas; pubathon-2026,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/POR-POR-Species-ID-Sanger-and-RFLP-Protocol/
Chlorophyll Content Protocol,3,lab-website; marine-stress-data-atlas; pubathon-2026,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Chlorophyll-Content-Protocol/
Oyster lifestage carryover project growth preliminary analysis,3,paper-gigas-early-gametogenic-exposure; polyIC-larvae; project-gigas-carryover,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Oyster-Lifestage-Carryover-Growth-Analysis/
Prime,3,mock-farm-dashboard; polyIC-larvae; project-gigas-carryover,https://sr320.github.io/tumbling-oysters/posts/29-prime/index.html
DNA and RNA Isolations and Quantification - G.macrocephalus Blood Using Zymo Quick-RNA RNA MiniPrep Plus Kit,3,lab-website; project-cod-temperature; resources,https://robertslab.github.io/sams-notebook/posts/2025/2025-03-25-DNA-and-RNA-Isolations-and-Quantification---G.macrocephalus-Blood-Using-Zymo-Quick-RNA-RNA-MiniPrep-Plus-Kit/index.html
September 2023 Goals,3,lab-website; marine-stress-data-atlas; pubathon-2026,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/September-2023-Goals/
DNA RNA Isolation and Quantification - G.macrocephalus Blood Using Bullet Blender and Zymo Quick DNA RNA MiniPrep,3,lab-website; project-cod-temperature; resources,https://robertslab.github.io/sams-notebook/posts/2025/2025-04-28-DNA-RNA-Isolation-and-Quantification---G.macrocephalus-Blood-Using-Bullet-Blender-and-Zymo-Quick-DNA-RNA-MiniPrep/index.html
Priming week 2,3,mock-farm-dashboard; polyIC-larvae; project-gigas-carryover,https://sr320.github.io/tumbling-oysters/posts/78-priming-w2/index.html
Symbiont Cell Counts Protocol,3,lab-website; marine-stress-data-atlas; pubathon-2026,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Symbiont-Cell-Counts-Protocol/
Revising E5 Time Series Multivariate Plasticity Analysis,3,lab-website; marine-stress-data-atlas; pubathon-2026,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Revising-E5-Time-Series-Multivariate-Plasticity-Analysis/
Taxonomy Assignment - Yellow Island 2018 eDNA Samples Using QIIME 2,3,laby-18s; project-eDNA-yellow; resources,https://robertslab.github.io/sams-notebook/posts/2025/2025-04-24-Taxonomy-Assignment---Yellow-Island-2018-eDNA-Samples-Using-QIIME-2/index.html
DIAMOND BLAST Database - NCBI NR Database and Taxonomy Nodes on Raven,3,laby-18s; project-eDNA-yellow; resources,https://robertslab.github.io/sams-notebook/posts/2025/2025-04-29-DIAMOND-BLAST-Database---NCBI-NR-Database-and-Taxonomy-Nodes-on-Raven/index.html
Coral Cell Count Protocol,3,lab-website; marine-stress-data-atlas; pubathon-2026,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Coral-cell-count-protocol/
Protein Protocol,3,lab-website; marine-stress-data-atlas; pubathon-2026,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Protein-Protocol/
E5 deep dive lncRNA mRNA correlation networks,3,lab-website; marine-stress-data-atlas; pubathon-2026,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/E5-deep-dive-lncRNA-mRNA-networks/
February 2024 Goals,3,lab-website; marine-stress-data-atlas; pubathon-2026,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/February-2024-Goals/
E5 POC and POR Species ID PCR and RFLPs,3,lab-website; marine-stress-data-atlas; pubathon-2026,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/E5-POC-and-POR-Species-ID-PCR-and-RFLPs/
DNA RNA Isolation and Quantification - G.macrocephalus Blood Using Bullet Blender and Zymo Quick DNA RNA MiniPrep,3,lab-website; project-cod-temperature; resources,https://robertslab.github.io/sams-notebook/posts/2025/2025-05-02-DNA-RNA-Isolation-and-Quantification---G.macrocephalus-Blood-Using-Bullet-Blender-and-Zymo-Quick-DNA-RNA-MiniPrep/index.html
Outreach event with Maritime High School Nov 12 2024,2,laby-18s; project-eDNA-yellow,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Outreach-event-with-Maritime-High-School-Nov-12-2024/
Mcapitata 2020 Early Life History Sample Processing,2,MOPE; marine-stress-data-atlas,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Mcapitata-2020-Early-Life-History-Sample-Processing/
FastQC MultiQC - Yellow Island eDNA Project,2,laby-18s; project-eDNA-yellow,https://robertslab.github.io/sams-notebook/posts/2025/2025-04-18-FastQC-MultiQC---Yellow-Island-eDNA-Project/index.html
DNA Isolation Quantification and Concentration - S.namaycush Siscowet Liver Samples Using Zymo Quick-DNA RNA MiniPrep Plus Kit,2,project-lake-trout; resources,https://robertslab.github.io/sams-notebook/posts/2025/2025-07-08-DNA-Isolation-Quantification-and-Concentration---S.namaycush-Siscowet-Liver-Samples-Using-Zymo-Quick-DNA-RNA-MiniPrep-Plus-Kit/index.html
Cod talk,2,lab-website; project-cod-temperature,https://sr320.github.io/tumbling-oysters/posts/55-cod-talk/index.html
DNA Concentration - S.namaycush DNA from 20250220 Using SpeedVac,2,project-lake-trout; resources,https://robertslab.github.io/sams-notebook/posts/2025/2025-03-10-DNA-Concentration---S.namaycush-DNA-from-20250220-Using-SpeedVac/index.html
Lake trout gene-phenotype,2,project-cod-temperature; project-lake-trout,https://sr320.github.io/tumbling-oysters/posts/76-lake-trout-gene-pheno/index.html
DNA Isolation and Quantification - S.namaycush Liver,2,project-lake-trout; resources,https://robertslab.github.io/sams-notebook/posts/2025/2025-02-20-DNA-Isolation-and-Quantification---S.namaycush-Liver/index.html
Mcapitata Development 16S Analysis in QIIME2 (Part 3),2,laby-18s; project-eDNA-yellow,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Mcapitata-Development-16S-Analysis-Part-3/
Mytilus reboot,2,project-myt-crass-methylation; project-mytilus-methylation,https://sr320.github.io/tumbling-oysters/posts/83-mytilus-reboot/index.html
Klone,2,project-cod-temperature; resources,https://sr320.github.io/tumbling-oysters/posts/38-klone/index.html
Trout synteny,2,MOPE; project-lake-trout,https://sr320.github.io/tumbling-oysters/posts/79-trout-synteny/index.html
MEGAN,2,laby-18s; project-eDNA-yellow,https://sr320.github.io/tumbling-oysters/posts/42-megan/index.html
Trimming - Yellow Island eDNA FastQs Using Fastp FastQC and MultiQC,2,laby-18s; project-eDNA-yellow,https://robertslab.github.io/sams-notebook/posts/2025/2025-04-18-Trimming---Yellow-Island-eDNA-FastQs-Using-Fastp-FastQC-and-MultiQC/index.html
Oyster Tank Maintenance in FTR,1,ftr-tanks,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Oyster-Tank-Maintenance-in-FTR/
Trout lift-over,1,project-lake-trout,https://sr320.github.io/tumbling-oysters/posts/78-trout-lift-over/index.html
Ortholog selection,1,MOPE,https://sr320.github.io/tumbling-oysters/posts/53-ortho-select/index.html
SORMI post mortem,1,sormi-assay-development,https://sr320.github.io/tumbling-oysters/posts/80-sormi-post-mort/index.html
Reorganizing oyster tanks in FTR,1,ftr-tanks,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Reorganizing-oyster-tanks-in-FTR/
Trout reciprocal PAV,1,project-lake-trout,https://sr320.github.io/tumbling-oysters/posts/82-trout-recip-pav/index.html
Reagent Preparation - Glycogen-Glo Aliquots,1,resources,https://robertslab.github.io/sams-notebook/posts/2025/2025-12-29-Reagent-Preparation---Glycogen-Glo-Aliquots/index.html
SORMI,1,sormi-assay-development,https://sr320.github.io/tumbling-oysters/posts/70-sormi/index.html
Software Installation - Shiny App Server on Raven,1,resources,https://robertslab.github.io/sams-notebook/posts/2025/2025-11-06-Software-Installation---Shiny-App-Server-on-Raven/index.html
